,name,affiliation,citations,hindex,year,lettergroup,gender,highered,institution,research,country,role,security,field,simplefield,fellows,amscit,Fields
563,cihan can,florida state university,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
564,roberto soto,california state university fullerton,,,,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
565,perla myers,university of san diego,,,1995,A Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,27,FALSE
566,lateefah id deen,kennesaw state university,109,3,,A Only,woman,highered,domesticr2,lessri,,assistant,lesssecure,mathed,mathed,FALSE,,FALSE
567,"andrew d jones, jr",florida am university,,,1997,A Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
568,alice nadeau,cornell university,18,2,,A Only,woman,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
569,joshua mundinger,university of chicago,49,4,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
570,cheryl eames,southern illinois university edwardsville,,,,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
571,julia webster,university of north carolina asheville,,,,A Only,woman,highered,domesticother,lessri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
572,anton dochtermann,texas state university,313,9,2007,A Only,man,highered,domesticr2,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
573,nathan warnberg,university of wisconsin la crosse,,,2014,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
574,sarah milstein,university of minnesota,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
575,katherine kinnaird,smith college,,,2014,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,comp,other ,FALSE,,FALSE
576,julien paupert,arizona state university,,,2005,A Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
577,timothy feeman,villanova university,,,,A Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
578,stephanie m kolitsch,university of tennessee at martin,,,,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
579,brian lindaman,california state university chico,,,,A Only,man,highered,domesticother,lessri,,,,math,mathstat,FALSE,,FALSE
580,robert smith,university of ottawa,,,,A Only,man,highered,international,moreri,canada,professor,moresecure,math,mathstat,FALSE,,FALSE
581,bret benesh,college of saint benedict and saint johns university,72,4,2005,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
582,robert campbell,college of saint benedict and saint johns university,,,,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
583,ernest guico,university of georgia,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
584,carla cederbaum,university of tubingen,253,10,,A Only,woman,highered,international,moreri,germany,professor,moresecure,math,mathstat,FALSE,,FALSE
585,justin dong,brown university,5,2,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
586,talia ferns,university of north carolina greensboro,,,,A Only,woman,highered,domesticr2,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
587,john meier,lafayette college,,,1992,A Only,man,highered,domesticother,lessri,,staff,lesssecure,math,mathstat,FALSE,,FALSE
588,david brown,ithaca college,,,2001,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
589,sat gupta,university of north carolina greensboro,1947,25,,A Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
590,maria cumplido cabello,Heriot watt university,20,3,1980,A Only,woman,highered,international,moreri,united kingdom,ntt,lesssecure,math,mathstat,FALSE,,FALSE
591,laura lopez cruz,city university of new york,84,4,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
592,christopher natoli,city university of new york,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
593,komal agrawal,university of georgia,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
594,daniel groves,university of illinois at chicago,,,,A Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,250,FALSE
595,christopher perez,university of illinois at chicago,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
596,colin adams,williams college,3085,21,1983,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,TRUE,,FALSE
597,luana maroja,williams college,1904,16,,B Only,woman,highered,domesticother,lessri,,associate,moresecure,other,other ,FALSE,,FALSE
598,matt carter,williams college,,,,B Only,man,highered,domesticother,lessri,,associate,moresecure,other,other ,FALSE,,FALSE
599,charles frohman,university of iowa,793,17,1984,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,7,FALSE
600,rob kirby,university of california berkeley,,,,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1489,FALSE
601,julie blackwood,williams college,419,9,2010,B Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
602,clifford henry taubes,harvard university,,,1980,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,2772,Yes
603,martin scharlemann,university of california santa barbara,,,1974,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,1167,FALSE
604,david eisenbud,university of california berkeley,22454,66,1970,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,7253,FALSE
605,david a cox,amherst college,,,,B Only,man,highered,domesticother,lessri,,retired,moresecure,math,mathstat,TRUE,,FALSE
606,michael freedman,university of california santa barbara,,,1973,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1962,Yes
607,benedict h gross,university of california san diego,,,1978,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,3030,FALSE
608,steven j miller,williams college,7224,42,2009,B and C,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,TRUE,,FALSE
609,michael kapovich,university of california davis,3491,28,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1305,FALSE
610,darren long,university of california santa barbara,,,1983,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1086,FALSE
611,bruno nachtergaele,university of california davis,4584,27,1987,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,828,FALSE
612,mladen bestvina,university of utah,5559,34,1984,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,2367,FALSE
613,marc culler,university of illinois at chicago,4038,21,1978,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,1629,FALSE
614,laurence r taylor,university of notre dame,,,1972,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,543,FALSE
615,wilfried schmid,harvard university,4754,29,1967,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1335,FALSE
616,eric babson,university of california davis,,,1994,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,573,FALSE
617,joan edwards,williams college,,,1978,B Only,woman,highered,domesticother,lessri,,professor,moresecure,other,other ,FALSE,,FALSE
618,dan romik,university of california davis,,,2002,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,336,FALSE
619,david c smith,williams college,,,,B Only,man,highered,domesticother,lessri,,retired,moresecure,other,other ,FALSE,,FALSE
620,mohamed elhamdadi,university of south florida,768,14,1996,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
621,jozef h przytycki,george washington university,,,1981,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1429,FALSE
622,james glimm,stony brook university,19279,64,1959,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,2902,FALSE
623,robert gompf,university of texas at austin,,,1984,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1616,FALSE
624,ronald fintushel,michigan state university,,,1975,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,1094,FALSE
625,darij grinberg,drexel university,311,8,2016,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
626,emily hamilton,cal poly san luis obispo,,,1995,B Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
627,theodore slaman,university of california berkeley,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1013,FALSE
628,j elisenda grigsby,boston college,,,,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,159,FALSE
629,william goldman,university of maryland,,,1980,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,2591,FALSE
630,elbridge gerry puckett,university of california davis,4277,19,1987,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,494,FALSE
631,shiqian ma,university of california davis,3606,31,2011,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
632,nicolai reshetikhin,university of california berkeley,19469,64,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,3343,FALSE
633,hung hsi wu,university of california berkeley,5086,30,1963,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,FALSE,1391,FALSE
634,adam jacob,university of california davis,,,2012,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
635,louis h kauffman,university of illinois at chicago,,,1972,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,3948,FALSE
636,vivek shende,university of california berkeley,2254,21,2011,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
637,william h meeks iii,university of massachusetts amherst,,,1975,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1910,FALSE
638,jennifer schultens,university of california davis,765,17,1993,B and C,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,395,FALSE
639,robert ghrist,university of pennsylvania,4376,31,1995,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,561,FALSE
640,barbara nimershiem,franklin marshall college,,,1992,B Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
641,fernando q gouvea,colby college,,,,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
642,thomas garrity,williams college,,,2003,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
643,phebe cramer,williams college,,,,B Only,woman,highered,domesticother,lessri,,professor,moresecure,other,other ,FALSE,,FALSE
644,marjorie senechal,smith college,,,1965,B Only,woman,highered,domesticother,lessri,,retired,moresecure,math,mathstat,TRUE,,FALSE
645,sergei tabachnikov,pennsylvania state university,4193,31,,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1376,FALSE
646,susan dunn,williams college,,,,B Only,woman,highered,domesticother,lessri,,professor,moresecure,other,other ,FALSE,,FALSE
647,david gabai,princeton university,,,1980,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1980,FALSE
648,thomas crawford,swarthmore college,,,,B Only,man,highered,domesticother,lessri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
649,sergiu klainerman,princeton university,,,1978,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,4110,FALSE
650,gigliola staffilani,massachusetts institute of technology,3805,30,1995,B and C,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,2308,FALSE
651,david auckly,kansas state university,,,1991,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1991,FALSE
652,daniel ruberman,brandeis university,1129,19,1982,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,514,FALSE
653,hans riess,university of pennsylvania,,,,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
654,boris khesin,university of toronto,,,1990,B Only,man,highered,international,moreri,canada,professor,moresecure,other,other ,FALSE,,FALSE
655,dr bert frank smits,,,,1997,B Only,man,,,,,,,,,FALSE,,FALSE
656,bastian rieck,eth zurich,165,8,,B Only,man,highered,international,moreri,switzerland,ntt,lesssecure,stat,mathstat,FALSE,,FALSE
657,alek vainshtein,university of haifa,,,,B and C,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,FALSE,,FALSE
658,sara a solla,northwestern university,,,,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,other,other ,FALSE,,FALSE
659,james arthur,university of toronto,,,1970,B and C,man,highered,international,moreri,canada,professor,moresecure,math,mathstat,TRUE,,FALSE
660,alex kontorovich,rutgers university,684,14,2007,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,287,FALSE
661,lev rozansky,university of north carolina at chapel hill,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,871,FALSE
662,richard montgomery,university of california santa cruz,,,1973,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1548,FALSE
663,richard de veaux,williams college,3777,24,,B Only,man,highered,domesticother,lessri,,professor,moresecure,stat,mathstat,FALSE,,FALSE
664,joey horn,,,,,B Only,woman,nothighered,,,,,,,,FALSE,,FALSE
665,michael stay,pyrofex corp,,,2015,B Only,man,nothighered,,,,,,,,FALSE,,FALSE
666,lev reyzin,university of illinois at chicago,1553,16,2009,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
667,dionne kunkel,george washington university,,,,B Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
668,walter neumann,barnard college,5855,39,,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,TRUE,,FALSE
669,robin blankenship,morehead state university,,,2003,B Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
670,ivan izmestiev,tu wien,445,13,2001,B Only,man,highered,international,moreri,austria,professor,moresecure,math,mathstat,FALSE,,FALSE
671,Joo Nogueira,university of coimbra,15,2,,B Only,man,highered,international,moreri,portugal,professor,moresecure,math,mathstat,FALSE,,FALSE
672,r douglas chatham,morehead state university,,,,B Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
673,mark levi,pennsylvania state university,,,1978,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,528,FALSE
674,casey rodriguez,massachusetts institute of technology,,,2017,B Only,,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
675,bill casselman,university of british columbia,,,,B Only,man,highered,international,moreri,canada,professor,moresecure,math,mathstat,TRUE,,FALSE
676,alan isaac,american university,,,,B Only,man,highered,domesticr2,lessri,,professor,moresecure,other,other ,FALSE,,FALSE
677,carolyn gordon,dartmouth college,,,1979,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1000,FALSE
678,vladislav vysotsky,university of sussex,113,6,2008,B Only,man,highered,international,moreri,united kingdom,professor,moresecure,math,mathstat,FALSE,,FALSE
679,david farris,national centre for biological science,,,,B Only,man,nothighered,,,,,,,,FALSE,,FALSE
